textbox22,Textbox9
generated on 05/03/2020 20:42:03 UTC,Data from: All sites

Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,2,2009-01-05,2009-01-11,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,3,2009-01-12,2009-01-18,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,4,2009-01-19,2009-01-25,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,5,2009-01-26,2009-02-01,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,6,2009-02-02,2009-02-08,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,7,2009-02-09,2009-02-15,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,8,2009-02-16,2009-02-22,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,9,2009-02-23,2009-03-01,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,10,2009-03-02,2009-03-08,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,11,2009-03-09,2009-03-15,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,12,2009-03-16,2009-03-22,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,13,2009-03-23,2009-03-29,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,14,2009-03-30,2009-04-05,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,15,2009-04-06,2009-04-12,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,16,2009-04-13,2009-04-19,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,17,2009-04-20,2009-04-26,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,18,2009-04-27,2009-05-03,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,19,2009-05-04,2009-05-10,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,20,2009-05-11,2009-05-17,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,21,2009-05-18,2009-05-24,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,22,2009-05-25,2009-05-31,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,23,2009-06-01,2009-06-07,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,24,2009-06-08,2009-06-14,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,25,2009-06-15,2009-06-21,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,26,2009-06-22,2009-06-28,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,27,2009-06-29,2009-07-05,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,28,2009-07-06,2009-07-12,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,29,2009-07-13,2009-07-19,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,30,2009-07-20,2009-07-26,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,31,2009-07-27,2009-08-02,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,32,2009-08-03,2009-08-09,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,33,2009-08-10,2009-08-16,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,34,2009-08-17,2009-08-23,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,35,2009-08-24,2009-08-30,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,36,2009-08-31,2009-09-06,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,37,2009-09-07,2009-09-13,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,38,2009-09-14,2009-09-20,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,39,2009-09-21,2009-09-27,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,40,2009-09-28,2009-10-04,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,41,2009-10-05,2009-10-11,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,42,2009-10-12,2009-10-18,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,43,2009-10-19,2009-10-25,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,44,2009-10-26,2009-11-01,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,45,2009-11-02,2009-11-08,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,46,2009-11-09,2009-11-15,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,47,2009-11-16,2009-11-22,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,48,2009-11-23,2009-11-29,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,49,2009-11-30,2009-12-06,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,50,2009-12-07,2009-12-13,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,51,2009-12-14,2009-12-20,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,52,2009-12-21,2009-12-27,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2009,53,2009-12-28,2010-01-03,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,1,2010-01-04,2010-01-10,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,2,2010-01-11,2010-01-17,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,3,2010-01-18,2010-01-24,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,4,2010-01-25,2010-01-31,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,5,2010-02-01,2010-02-07,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,6,2010-02-08,2010-02-14,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,7,2010-02-15,2010-02-21,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,8,2010-02-22,2010-02-28,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,9,2010-03-01,2010-03-07,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,10,2010-03-08,2010-03-14,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,11,2010-03-15,2010-03-21,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,12,2010-03-22,2010-03-28,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,13,2010-03-29,2010-04-04,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,14,2010-04-05,2010-04-11,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,15,2010-04-12,2010-04-18,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,16,2010-04-19,2010-04-25,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,17,2010-04-26,2010-05-02,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,18,2010-05-03,2010-05-09,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,19,2010-05-10,2010-05-16,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,20,2010-05-17,2010-05-23,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,21,2010-05-24,2010-05-30,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,22,2010-05-31,2010-06-06,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,23,2010-06-07,2010-06-13,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,24,2010-06-14,2010-06-20,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,25,2010-06-21,2010-06-27,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,26,2010-06-28,2010-07-04,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,27,2010-07-05,2010-07-11,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,28,2010-07-12,2010-07-18,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,29,2010-07-19,2010-07-25,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,30,2010-07-26,2010-08-01,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,31,2010-08-02,2010-08-08,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,32,2010-08-09,2010-08-15,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,33,2010-08-16,2010-08-22,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,34,2010-08-23,2010-08-29,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,35,2010-08-30,2010-09-05,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,36,2010-09-06,2010-09-12,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,37,2010-09-13,2010-09-19,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,38,2010-09-20,2010-09-26,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,39,2010-09-27,2010-10-03,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,40,2010-10-04,2010-10-10,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,41,2010-10-11,2010-10-17,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,42,2010-10-18,2010-10-24,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,43,2010-10-25,2010-10-31,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,44,2010-11-01,2010-11-07,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,45,2010-11-08,2010-11-14,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,46,2010-11-15,2010-11-21,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,47,2010-11-22,2010-11-28,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,48,2010-11-29,2010-12-05,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,49,2010-12-06,2010-12-12,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,50,2010-12-13,2010-12-19,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,51,2010-12-20,2010-12-26,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2010,52,2010-12-27,2011-01-02,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,1,2011-01-03,2011-01-09,88,88,0,9,0,0,1,10,0,0,2,2,12,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,2,2011-01-10,2011-01-16,154,154,0,9,0,0,1,10,0,0,2,2,12,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,3,2011-01-17,2011-01-23,177,177,0,12,0,0,3,15,0,0,3,3,18,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,4,2011-01-24,2011-01-30,137,137,0,4,0,0,1,5,0,0,4,4,9,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,5,2011-01-31,2011-02-06,109,109,0,7,0,0,1,8,0,0,1,1,9,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,6,2011-02-07,2011-02-13,109,109,0,4,0,0,0,4,0,0,0,0,4,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,7,2011-02-14,2011-02-20,24,24,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,8,2011-02-21,2011-02-27,89,89,0,6,0,0,2,8,0,0,1,1,9,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,9,2011-02-28,2011-03-06,104,104,0,4,0,0,1,5,0,0,0,0,5,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,10,2011-03-07,2011-03-13,57,57,0,3,0,0,0,3,0,0,1,1,4,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,11,2011-03-14,2011-03-20,74,74,0,3,0,0,0,3,0,0,0,0,3,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,12,2011-03-21,2011-03-27,71,71,0,0,0,0,1,1,0,0,2,2,3,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,13,2011-03-28,2011-04-03,49,49,0,2,0,0,0,2,0,0,0,0,2,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,14,2011-04-04,2011-04-10,65,65,0,3,0,0,2,5,0,0,1,1,6,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,15,2011-04-11,2011-04-17,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,16,2011-04-18,2011-04-24,64,64,0,0,0,0,5,5,0,0,0,0,5,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,17,2011-04-25,2011-05-01,52,52,0,2,0,0,3,5,0,0,1,1,6,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,18,2011-05-02,2011-05-08,30,30,0,1,0,0,2,3,0,0,0,0,3,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,19,2011-05-09,2011-05-15,53,53,0,2,0,0,1,3,0,0,0,0,3,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,20,2011-05-16,2011-05-22,55,55,0,3,0,0,3,6,0,0,0,0,6,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,21,2011-05-23,2011-05-29,27,27,0,1,0,0,4,5,0,0,0,0,5,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,22,2011-05-30,2011-06-05,42,42,0,0,0,0,2,2,0,0,0,0,2,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,23,2011-06-06,2011-06-12,53,53,0,4,0,0,3,7,0,0,0,0,7,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,24,2011-06-13,2011-06-19,31,31,0,2,0,0,0,2,0,0,0,0,2,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,25,2011-06-20,2011-06-26,50,50,0,0,0,0,1,1,0,0,0,0,1,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,26,2011-06-27,2011-07-03,,,,,,,,,,,,,,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,27,2011-07-04,2011-07-10,47,47,0,0,0,0,0,0,0,0,1,1,1,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,28,2011-07-11,2011-07-17,20,20,0,0,0,0,1,1,0,0,0,0,1,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,29,2011-07-18,2011-07-24,37,37,0,0,0,0,3,3,0,0,0,0,3,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,30,2011-07-25,2011-07-31,37,37,0,0,0,0,4,4,0,0,0,0,4,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,31,2011-08-01,2011-08-07,30,30,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,32,2011-08-08,2011-08-14,39,39,0,0,0,0,5,5,0,0,0,0,5,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,33,2011-08-15,2011-08-21,31,31,0,0,0,0,1,1,0,0,0,0,1,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,34,2011-08-22,2011-08-28,40,40,0,0,0,0,5,5,0,0,0,0,5,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,35,2011-08-29,2011-09-04,34,,0,0,0,0,2,2,0,0,0,0,2,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,36,2011-09-05,2011-09-11,43,43,0,2,0,0,2,4,0,0,1,1,5,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,37,2011-09-12,2011-09-18,42,42,0,1,0,0,5,6,0,0,0,0,6,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,38,2011-09-19,2011-09-25,41,41,0,0,0,0,6,6,0,0,0,0,6,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,39,2011-09-26,2011-10-02,42,42,0,1,0,0,4,5,0,0,1,1,6,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,40,2011-10-03,2011-10-09,41,41,0,0,0,0,3,3,0,0,0,0,3,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,41,2011-10-10,2011-10-16,49,49,0,0,0,0,7,7,0,0,2,2,9,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,42,2011-10-17,2011-10-23,43,43,0,0,0,0,3,3,0,0,1,1,4,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,43,2011-10-24,2011-10-30,54,54,0,0,0,0,9,9,0,0,0,0,9,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,44,2011-10-31,2011-11-06,49,49,0,0,6,0,0,6,0,0,0,0,6,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,45,2011-11-07,2011-11-13,64,64,0,2,16,0,0,18,0,0,0,0,18,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,46,2011-11-14,2011-11-20,92,92,0,1,12,0,1,14,0,0,3,3,17,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,47,2011-11-21,2011-11-27,93,93,0,0,0,0,13,13,0,0,4,4,17,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,48,2011-11-28,2011-12-04,107,107,0,0,9,0,2,11,0,0,5,5,16,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,49,2011-12-05,2011-12-11,88,88,0,0,4,0,3,7,0,0,3,3,10,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,50,2011-12-12,2011-12-18,130,130,0,0,13,0,0,13,0,0,9,9,22,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,51,2011-12-19,2011-12-25,100,100,0,1,5,0,1,7,0,0,6,6,13,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2011,52,2011-12-26,2012-01-01,95,95,0,0,4,0,0,4,0,0,10,10,14,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,1,2012-01-02,2012-01-08,75,75,0,0,2,0,1,3,0,0,5,5,8,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,2,2012-01-09,2012-01-15,63,63,0,2,1,0,1,4,0,0,3,3,7,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,3,2012-01-16,2012-01-22,89,89,0,3,1,0,0,4,0,0,16,16,20,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,4,2012-01-23,2012-01-29,68,68,0,4,3,0,0,7,0,0,3,3,10,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,5,2012-01-30,2012-02-05,79,79,0,1,0,0,0,1,0,0,9,9,10,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,6,2012-02-06,2012-02-12,68,68,0,2,0,0,0,2,0,0,8,8,10,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,7,2012-02-13,2012-02-19,77,77,0,7,3,0,0,10,0,0,5,5,15,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,8,2012-02-20,2012-02-26,94,94,0,4,1,0,0,5,0,0,10,10,15,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,9,2012-02-27,2012-03-04,71,71,0,6,3,0,0,9,0,0,3,3,12,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,10,2012-03-05,2012-03-11,93,93,0,18,1,0,0,19,0,0,3,3,22,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,11,2012-03-12,2012-03-18,94,94,0,24,0,0,1,25,0,0,0,0,25,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,12,2012-03-19,2012-03-25,127,127,0,36,0,0,0,36,0,0,2,2,38,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,13,2012-03-26,2012-04-01,124,124,0,36,0,0,1,37,0,0,1,1,38,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,14,2012-04-02,2012-04-08,114,114,0,32,0,0,1,33,0,0,3,3,36,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,15,2012-04-09,2012-04-15,128,128,0,26,0,0,1,27,0,0,1,1,28,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,16,2012-04-16,2012-04-22,83,83,0,16,0,0,1,17,0,0,0,0,17,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,17,2012-04-23,2012-04-29,96,96,0,10,0,0,0,10,0,0,0,0,10,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,18,2012-04-30,2012-05-06,80,80,0,5,0,0,0,5,0,0,1,1,6,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,19,2012-05-07,2012-05-13,80,80,0,2,0,0,1,3,0,0,4,4,7,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,20,2012-05-14,2012-05-20,69,69,0,2,0,0,0,2,0,0,1,1,3,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,21,2012-05-21,2012-05-27,66,66,0,5,0,0,0,5,0,0,3,3,8,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,22,2012-05-28,2012-06-03,53,53,0,0,0,0,0,0,0,0,1,1,1,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,23,2012-06-04,2012-06-10,56,56,0,0,0,0,0,0,0,0,1,1,1,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,24,2012-06-11,2012-06-17,54,54,0,0,0,0,0,0,0,0,1,1,1,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,25,2012-06-18,2012-06-24,61,61,0,0,0,0,0,0,0,0,0,0,0,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,26,2012-06-25,2012-07-01,45,45,0,1,0,0,0,1,0,0,0,0,1,,No Report
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,27,2012-07-02,2012-07-08,43,43,0,1,0,0,1,2,0,0,0,0,2,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,28,2012-07-09,2012-07-15,43,43,0,0,0,0,0,0,1,0,1,2,2,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,29,2012-07-16,2012-07-22,38,38,0,0,0,0,0,0,0,0,1,1,1,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,30,2012-07-23,2012-07-29,25,25,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,31,2012-07-30,2012-08-05,33,33,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,32,2012-08-06,2012-08-12,33,33,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,33,2012-08-13,2012-08-19,25,25,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,34,2012-08-20,2012-08-26,34,34,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,35,2012-08-27,2012-09-02,39,39,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2012,36,2012-09-03,2012-09-09,53,53,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
