textbox22,Textbox9
generated on 05/03/2020 20:50:05 UTC,Data from: All sites

Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Portugal,European Region of WHO,South West Europe,2008,52,2008-12-22,2008-12-28,,92,8,,53,,6,67,0,0,0,0,67,,Widespread Outbreak
Portugal,European Region of WHO,South West Europe,2009,1,2008-12-29,2009-01-04,,82,4,,27,,12,43,0,0,1,1,44,,Regional Outbreak
Portugal,European Region of WHO,South West Europe,2009,2,2009-01-05,2009-01-11,,67,2,,9,,25,36,0,0,0,0,36,,Regional Outbreak
Portugal,European Region of WHO,South West Europe,2009,3,2009-01-12,2009-01-18,,46,3,,6,,13,22,0,0,0,0,22,,Local Outbreak
Portugal,European Region of WHO,South West Europe,2009,4,2009-01-19,2009-01-25,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2009,5,2009-01-26,2009-02-01,,16,2,,3,,0,5,0,0,1,1,6,,Local Outbreak
Portugal,European Region of WHO,South West Europe,2009,6,2009-02-02,2009-02-08,,25,5,,8,,1,14,0,0,0,0,14,,Local Outbreak
Portugal,European Region of WHO,South West Europe,2009,7,2009-02-09,2009-02-15,,3,0,,0,,3,3,0,0,0,0,3,,Sporadic
Portugal,European Region of WHO,South West Europe,2009,8,2009-02-16,2009-02-22,,7,0,,0,,0,0,0,0,0,0,0,,Sporadic
Portugal,European Region of WHO,South West Europe,2009,9,2009-02-23,2009-03-01,,16,0,,0,,2,2,0,0,0,0,2,,Sporadic
Portugal,European Region of WHO,South West Europe,2009,10,2009-03-02,2009-03-08,,2,0,,0,,0,0,0,0,0,0,0,,Sporadic
Portugal,European Region of WHO,South West Europe,2009,11,2009-03-09,2009-03-15,,5,0,,0,,0,0,0,0,2,2,2,,Sporadic
Portugal,European Region of WHO,South West Europe,2009,12,2009-03-16,2009-03-22,,2,0,,0,,0,0,0,0,1,1,1,,Sporadic
Portugal,European Region of WHO,South West Europe,2009,13,2009-03-23,2009-03-29,,1,0,,0,,0,0,0,0,0,0,0,,Sporadic
Portugal,European Region of WHO,South West Europe,2009,14,2009-03-30,2009-04-05,,2,0,,0,,0,0,0,0,0,0,0,,Sporadic
Portugal,European Region of WHO,South West Europe,2009,15,2009-04-06,2009-04-12,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2009,16,2009-04-13,2009-04-19,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2009,17,2009-04-20,2009-04-26,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2009,18,2009-04-27,2009-05-03,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2009,19,2009-05-04,2009-05-10,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2009,20,2009-05-11,2009-05-17,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2009,21,2009-05-18,2009-05-24,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2009,22,2009-05-25,2009-05-31,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2009,23,2009-06-01,2009-06-07,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2009,24,2009-06-08,2009-06-14,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2009,25,2009-06-15,2009-06-21,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2009,26,2009-06-22,2009-06-28,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2009,27,2009-06-29,2009-07-05,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2009,28,2009-07-06,2009-07-12,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2009,29,2009-07-13,2009-07-19,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2009,30,2009-07-20,2009-07-26,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2009,31,2009-07-27,2009-08-02,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2009,32,2009-08-03,2009-08-09,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2009,33,2009-08-10,2009-08-16,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2009,34,2009-08-17,2009-08-23,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2009,35,2009-08-24,2009-08-30,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2009,36,2009-08-31,2009-09-06,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2009,37,2009-09-07,2009-09-13,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2009,38,2009-09-14,2009-09-20,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2009,39,2009-09-21,2009-09-27,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2009,40,2009-09-28,2009-10-04,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2009,41,2009-10-05,2009-10-11,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2009,42,2009-10-12,2009-10-18,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2009,43,2009-10-19,2009-10-25,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2009,44,2009-10-26,2009-11-01,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2009,45,2009-11-02,2009-11-08,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2009,46,2009-11-09,2009-11-15,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2009,47,2009-11-16,2009-11-22,,872,0,489,0,,22,511,0,0,0,0,511,,Widespread Outbreak
Portugal,European Region of WHO,South West Europe,2009,48,2009-11-23,2009-11-29,,754,0,370,0,,31,401,0,0,0,0,401,,Widespread Outbreak
Portugal,European Region of WHO,South West Europe,2009,49,2009-11-30,2009-12-06,,584,0,259,0,,26,285,0,0,0,0,285,,Widespread Outbreak
Portugal,European Region of WHO,South West Europe,2009,50,2009-12-07,2009-12-13,,375,0,135,0,,12,147,0,0,0,0,147,,Widespread Outbreak
Portugal,European Region of WHO,South West Europe,2009,51,2009-12-14,2009-12-20,,372,0,119,0,,14,133,0,0,0,0,133,,Widespread Outbreak
Portugal,European Region of WHO,South West Europe,2009,52,2009-12-21,2009-12-27,,231,0,83,0,,10,93,0,0,0,0,93,,Sporadic
Portugal,European Region of WHO,South West Europe,2009,53,2009-12-28,2010-01-03,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2010,1,2010-01-04,2010-01-10,,216,0,47,0,,2,49,0,0,0,0,49,,Sporadic
Portugal,European Region of WHO,South West Europe,2010,2,2010-01-11,2010-01-17,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2010,3,2010-01-18,2010-01-24,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2010,4,2010-01-25,2010-01-31,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2010,5,2010-02-01,2010-02-07,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2010,6,2010-02-08,2010-02-14,,154,0,13,0,,1,14,0,0,0,0,14,,Sporadic
Portugal,European Region of WHO,South West Europe,2010,7,2010-02-15,2010-02-21,,137,0,10,0,,1,11,0,0,0,0,11,,Sporadic
Portugal,European Region of WHO,South West Europe,2010,8,2010-02-22,2010-02-28,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2010,9,2010-03-01,2010-03-07,,159,0,80,0,,2,82,0,0,0,0,82,,Sporadic
Portugal,European Region of WHO,South West Europe,2010,10,2010-03-08,2010-03-14,,120,0,64,0,,4,68,0,0,0,0,68,,Sporadic
Portugal,European Region of WHO,South West Europe,2010,11,2010-03-15,2010-03-21,,42,0,10,0,,2,12,0,0,0,0,12,,Sporadic
Portugal,European Region of WHO,South West Europe,2010,12,2010-03-22,2010-03-28,,18,0,2,0,,0,2,0,0,0,0,2,,Sporadic
Portugal,European Region of WHO,South West Europe,2010,13,2010-03-29,2010-04-04,,12,0,0,0,,0,0,0,0,0,0,0,,Sporadic
Portugal,European Region of WHO,South West Europe,2010,14,2010-04-05,2010-04-11,,12,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2010,15,2010-04-12,2010-04-18,,14,0,1,0,,0,1,0,0,0,0,1,,No Activity
Portugal,European Region of WHO,South West Europe,2010,16,2010-04-19,2010-04-25,,8,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2010,17,2010-04-26,2010-05-02,,3,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2010,18,2010-05-03,2010-05-09,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2010,19,2010-05-10,2010-05-16,,2,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2010,20,2010-05-17,2010-05-23,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2010,21,2010-05-24,2010-05-30,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2010,22,2010-05-31,2010-06-06,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2010,23,2010-06-07,2010-06-13,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2010,24,2010-06-14,2010-06-20,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2010,25,2010-06-21,2010-06-27,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2010,26,2010-06-28,2010-07-04,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2010,27,2010-07-05,2010-07-11,,1,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2010,28,2010-07-12,2010-07-18,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2010,29,2010-07-19,2010-07-25,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2010,30,2010-07-26,2010-08-01,,1,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2010,31,2010-08-02,2010-08-08,,2,0,0,0,,0,0,0,0,2,2,2,,No Activity
Portugal,European Region of WHO,South West Europe,2010,32,2010-08-09,2010-08-15,,1,0,0,0,,0,0,0,0,1,1,1,,No Activity
Portugal,European Region of WHO,South West Europe,2010,33,2010-08-16,2010-08-22,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2010,34,2010-08-23,2010-08-29,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2010,35,2010-08-30,2010-09-05,,1,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2010,36,2010-09-06,2010-09-12,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2010,37,2010-09-13,2010-09-19,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2010,38,2010-09-20,2010-09-26,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2010,39,2010-09-27,2010-10-03,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2010,40,2010-10-04,2010-10-10,,1,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2010,41,2010-10-11,2010-10-17,,1,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2010,42,2010-10-18,2010-10-24,,1,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2010,43,2010-10-25,2010-10-31,,1,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2010,44,2010-11-01,2010-11-07,,10,0,0,1,,0,1,0,0,1,1,2,,No Activity
Portugal,European Region of WHO,South West Europe,2010,45,2010-11-08,2010-11-14,,2,0,0,0,,0,0,0,0,1,1,1,,No Activity
Portugal,European Region of WHO,South West Europe,2010,46,2010-11-15,2010-11-21,,5,0,0,0,,0,0,,,0,0,0,,Sporadic
Portugal,European Region of WHO,South West Europe,2010,47,2010-11-22,2010-11-28,,6,0,0,0,,0,0,0,0,3,3,3,,Sporadic
Portugal,European Region of WHO,South West Europe,2010,48,2010-11-29,2010-12-05,,2,0,0,0,,0,0,0,2,0,2,2,,Sporadic
Portugal,European Region of WHO,South West Europe,2010,49,2010-12-06,2010-12-12,,8,0,0,0,,0,0,0,0,3,3,3,,Sporadic
Portugal,European Region of WHO,South West Europe,2010,50,2010-12-13,2010-12-19,,7,0,0,0,,0,0,0,4,0,4,4,,No Report
Portugal,European Region of WHO,South West Europe,2010,51,2010-12-20,2010-12-26,,13,0,1,0,,1,2,0,0,8,8,10,,Widespread Outbreak
Portugal,European Region of WHO,South West Europe,2010,52,2010-12-27,2011-01-02,,56,0,7,1,,8,16,0,0,17,17,33,,Widespread Outbreak
Portugal,European Region of WHO,South West Europe,2011,1,2011-01-03,2011-01-09,,52,0,11,0,,8,19,0,0,12,12,31,,Widespread Outbreak
Portugal,European Region of WHO,South West Europe,2011,2,2011-01-10,2011-01-16,,57,0,12,0,,10,22,0,0,0,0,22,,Widespread Outbreak
Portugal,European Region of WHO,South West Europe,2011,3,2011-01-17,2011-01-23,,27,0,4,0,,10,14,0,0,2,2,16,,Widespread Outbreak
Portugal,European Region of WHO,South West Europe,2011,4,2011-01-24,2011-01-30,,43,0,17,0,,2,19,0,0,6,6,25,,Widespread Outbreak
Portugal,European Region of WHO,South West Europe,2011,5,2011-01-31,2011-02-06,,39,0,13,0,,1,14,0,0,1,1,15,,Widespread Outbreak
Portugal,European Region of WHO,South West Europe,2011,6,2011-02-07,2011-02-13,,32,0,14,0,,0,14,0,0,1,1,15,,Widespread Outbreak
Portugal,European Region of WHO,South West Europe,2011,7,2011-02-14,2011-02-20,,16,0,7,0,,0,7,0,0,0,0,7,,Sporadic
Portugal,European Region of WHO,South West Europe,2011,8,2011-02-21,2011-02-27,,14,0,3,0,,0,3,0,0,0,0,3,,Sporadic
Portugal,European Region of WHO,South West Europe,2011,9,2011-02-28,2011-03-06,,4,0,3,0,,0,3,0,0,0,0,3,,Sporadic
Portugal,European Region of WHO,South West Europe,2011,10,2011-03-07,2011-03-13,,3,0,0,0,,0,0,0,0,0,0,0,,Sporadic
Portugal,European Region of WHO,South West Europe,2011,11,2011-03-14,2011-03-20,,5,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2011,12,2011-03-21,2011-03-27,,1,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2011,13,2011-03-28,2011-04-03,,3,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2011,14,2011-04-04,2011-04-10,,2,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2011,15,2011-04-11,2011-04-17,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2011,16,2011-04-18,2011-04-24,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2011,17,2011-04-25,2011-05-01,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2011,18,2011-05-02,2011-05-08,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2011,19,2011-05-09,2011-05-15,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2011,20,2011-05-16,2011-05-22,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2011,21,2011-05-23,2011-05-29,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2011,22,2011-05-30,2011-06-05,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2011,23,2011-06-06,2011-06-12,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2011,24,2011-06-13,2011-06-19,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2011,25,2011-06-20,2011-06-26,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2011,26,2011-06-27,2011-07-03,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2011,27,2011-07-04,2011-07-10,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2011,28,2011-07-11,2011-07-17,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2011,29,2011-07-18,2011-07-24,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2011,30,2011-07-25,2011-07-31,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2011,31,2011-08-01,2011-08-07,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2011,32,2011-08-08,2011-08-14,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2011,33,2011-08-15,2011-08-21,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2011,34,2011-08-22,2011-08-28,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2011,35,2011-08-29,2011-09-04,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2011,36,2011-09-05,2011-09-11,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2011,37,2011-09-12,2011-09-18,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2011,38,2011-09-19,2011-09-25,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2011,39,2011-09-26,2011-10-02,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2011,40,2011-10-03,2011-10-09,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2011,41,2011-10-10,2011-10-16,,3,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2011,42,2011-10-17,2011-10-23,,2,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2011,43,2011-10-24,2011-10-30,,3,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2011,44,2011-10-31,2011-11-06,,5,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2011,45,2011-11-07,2011-11-13,,8,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2011,46,2011-11-14,2011-11-20,,7,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2011,47,2011-11-21,2011-11-27,,10,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2011,48,2011-11-28,2011-12-04,,15,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2011,49,2011-12-05,2011-12-11,,1,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2011,50,2011-12-12,2011-12-18,,6,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2011,51,2011-12-19,2011-12-25,,9,0,0,1,,0,1,0,0,0,0,1,,Sporadic
Portugal,European Region of WHO,South West Europe,2011,52,2011-12-26,2012-01-01,,9,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2012,1,2012-01-02,2012-01-08,,13,0,0,1,,1,2,0,0,0,0,2,,Sporadic
Portugal,European Region of WHO,South West Europe,2012,2,2012-01-09,2012-01-15,,14,0,1,1,,0,2,0,0,0,0,2,,Sporadic
Portugal,European Region of WHO,South West Europe,2012,3,2012-01-16,2012-01-22,,12,0,0,2,,3,5,0,0,0,0,5,,Sporadic
Portugal,European Region of WHO,South West Europe,2012,4,2012-01-23,2012-01-29,,14,0,0,3,,0,3,0,0,0,0,3,,Sporadic
Portugal,European Region of WHO,South West Europe,2012,5,2012-01-30,2012-02-05,,21,0,0,9,,0,9,0,0,0,0,9,,Regional Outbreak
Portugal,European Region of WHO,South West Europe,2012,6,2012-02-06,2012-02-12,,29,0,0,9,,3,12,0,0,0,0,12,,Widespread Outbreak
Portugal,European Region of WHO,South West Europe,2012,7,2012-02-13,2012-02-19,,27,0,0,11,,2,13,1,0,0,1,14,,Widespread Outbreak
Portugal,European Region of WHO,South West Europe,2012,8,2012-02-20,2012-02-26,,55,0,0,16,,8,24,0,0,0,0,24,,Widespread Outbreak
Portugal,European Region of WHO,South West Europe,2012,9,2012-02-27,2012-03-04,,59,0,0,3,,24,27,0,0,1,1,28,,Widespread Outbreak
Portugal,European Region of WHO,South West Europe,2012,10,2012-03-05,2012-03-11,,52,0,0,10,,12,22,0,0,4,4,26,,Widespread Outbreak
Portugal,European Region of WHO,South West Europe,2012,11,2012-03-12,2012-03-18,,84,0,0,20,,19,39,0,0,3,3,42,,Widespread Outbreak
Portugal,European Region of WHO,South West Europe,2012,12,2012-03-19,2012-03-25,,27,0,0,0,,5,5,0,0,0,0,5,,Widespread Outbreak
Portugal,European Region of WHO,South West Europe,2012,13,2012-03-26,2012-04-01,,17,0,0,2,,2,4,0,0,0,0,4,,Widespread Outbreak
Portugal,European Region of WHO,South West Europe,2012,14,2012-04-02,2012-04-08,,12,0,0,1,,1,2,0,0,0,0,2,,Sporadic
Portugal,European Region of WHO,South West Europe,2012,15,2012-04-09,2012-04-15,,8,0,0,2,,0,2,0,0,0,0,2,,No Activity
Portugal,European Region of WHO,South West Europe,2012,16,2012-04-16,2012-04-22,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2012,17,2012-04-23,2012-04-29,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2012,18,2012-04-30,2012-05-06,,4,0,0,0,,1,1,0,0,0,0,1,,No Activity
Portugal,European Region of WHO,South West Europe,2012,19,2012-05-07,2012-05-13,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2012,20,2012-05-14,2012-05-20,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2012,21,2012-05-21,2012-05-27,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2012,22,2012-05-28,2012-06-03,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2012,23,2012-06-04,2012-06-10,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2012,24,2012-06-11,2012-06-17,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2012,25,2012-06-18,2012-06-24,,1,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2012,26,2012-06-25,2012-07-01,,,,,,,,,,,,,,,No Report
Portugal,European Region of WHO,South West Europe,2012,27,2012-07-02,2012-07-08,,1,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2012,28,2012-07-09,2012-07-15,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2012,29,2012-07-16,2012-07-22,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2012,30,2012-07-23,2012-07-29,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2012,31,2012-07-30,2012-08-05,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2012,32,2012-08-06,2012-08-12,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2012,33,2012-08-13,2012-08-19,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2012,34,2012-08-20,2012-08-26,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2012,35,2012-08-27,2012-09-02,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2012,36,2012-09-03,2012-09-09,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2012,37,2012-09-10,2012-09-16,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2012,38,2012-09-17,2012-09-23,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2012,39,2012-09-24,2012-09-30,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2012,40,2012-10-01,2012-10-07,,16,0,0,0,,0,0,1,0,0,1,1,,No Activity
Portugal,European Region of WHO,South West Europe,2012,41,2012-10-08,2012-10-14,,23,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2012,42,2012-10-15,2012-10-21,,23,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2012,43,2012-10-22,2012-10-28,,23,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2012,44,2012-10-29,2012-11-04,,17,0,0,1,,0,1,0,0,0,0,1,,No Activity
Portugal,European Region of WHO,South West Europe,2012,45,2012-11-05,2012-11-11,,23,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2012,46,2012-11-12,2012-11-18,,16,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2012,47,2012-11-19,2012-11-25,,37,0,0,0,,0,0,1,0,0,1,1,,No Activity
Portugal,European Region of WHO,South West Europe,2012,48,2012-11-26,2012-12-02,,21,0,0,0,,0,0,0,0,0,0,0,,No Activity
Portugal,European Region of WHO,South West Europe,2012,49,2012-12-03,2012-12-09,,23,0,0,1,,0,1,0,0,0,0,1,,No Activity
Portugal,European Region of WHO,South West Europe,2012,50,2012-12-10,2012-12-16,,18,0,0,0,,0,0,0,1,0,1,1,,No Activity
Portugal,European Region of WHO,South West Europe,2012,51,2012-12-17,2012-12-23,,22,0,0,0,,3,3,4,0,0,4,7,,No Activity
Portugal,European Region of WHO,South West Europe,2012,52,2012-12-24,2012-12-30,,19,0,0,0,,1,1,3,0,0,3,4,,No Activity
